1|ĐỘNG HỌC CHẤT ĐIỂM|1
2|Khái niệm mở đầu|0
3|Vectơ vận tốc – vectơ gia tốc|0
4|Phép biến đổi vận tốc & gia tốc|0
5|Chuyển động của chất điểm|0
6|ĐỘNG LỰC HỌC CHẤT ĐIỂM|1
7|Các định luật Newton|0
8|Trường hấp dẫn|0
9|Nguyên lý tương đối Galile'e|0
10|Hệ quy chiếu bất quán tính – lực quán tính|0
11|Động lượng của chất điểm|0
12|Cơ năng của chất điểm|0
13|CƠ HỌC HỆ CHẤT ĐIỂM – VẬT RẮN|1
14|Khối tâm|0
15|Động lượng hệ chất điểm, định luật bảo toàn động lượng hệ chất điểm|0
16|Moment động lượng|0
17|Định lý về moment động lượng, định luật bảo toàn moment động lượng của hệ chất điểm|0
18|Cơ năng của hệ chất điểm|0
19|Chuyển động của vật rắn|0
20|NHIỆT HỌC - CÁC ĐỊNH LUẬT THỰC NGHIỆM VỀ CHẤT KHÍ|1
21|Khái niệm cơ bản: thông số trạng thái; phương trình trạng thái, áp suất; nhiệt độ|0
22|Các định luật thực nghiệm; khí lý tưởng, phương trình trạng thái khí lý tưởng|0
23|Thuyết động học phân tử khí|0
24|Nội năng|0
25|CÁC NGUYÊN LÝ NHIỆT ĐỘNG HỌC|1
26|Nguyên lý thứ nhất nhiệt động học|0
27|Nguyên lý thứ hai động học|0
28|Entropy, nguyên lý tăng Entropy; ý nghĩa thống kê của Entropy|0
29|TRƯỜNG TĨNH ĐIỆN TRONG CHÂN KHÔNG|1
30|Điện tích, Định luật bảo toàn điện tích, Các phân bố điện tích, Định luật Coulomb|0
31|Điện trường|0
32|Định lý Gauss|0
33|Điện thế|0
34|ĐIỆN TRƯỜNG TRONG KHÔNG GIAN CÓ ĐIỆN MÔI – VẬT DẪN|1
35|Phân cực điện môi|0
36|Vectơ cảm ứng điện|0
37|Điện trường trong điện môi|0
38|Vật dẫn cân bằng tĩnh điện|0
39|Vật dẫn trong điện trường|0
40|Điện dung vật dẫn|0
41|Năng lượng điện trường|0
42|TRƯỜNG TĨNH TỪ TRONG CHÂN KHÔNG|1
43|Định luật ampère (về tương tác giữa 2 phần tử dòng điện)|0
44|Tương tác từ – từ trường|0
45|Định luật Biot – Savart|0
46|Định lý Gauss|0
47|Định lý Ampère|0
48|Tác dụng của từ trường lên sợi dây có dòng điện truyền qua|0